quotes_USD_price,circulating_supply,id,quotes_USD_percent_change_7d,symbol,website_slug,max_supply,quotes_USD_volume_24h,quotes_USD_percent_change_1h,name,last_updated,total_supply,rank,quotes_USD_percent_change_24h,quotes_USD_market_cap
6391.42,17150787,1,-6.05,BTC,bitcoin,21000000,3255150000,0.2,Bitcoin,1531688666,17150787,1,1.61,1.09618E+11
79.3189,57419333,2,-5.59,LTC,litecoin,84000000,221846000,0.73,Litecoin,1531688652,57419333,6,2.99,4554438362
1.51999,14736400,3,6.87,NMC,namecoin,,141349,-2.84,Namecoin,1531688711,14736400,260,7.57,22399181
0.0945918,22935396,4,-12.05,TRC,terracoin,42000000,3120.62,0.11,Terracoin,1531688711,22935396,720,3.3,2169500
1.56679,24853345,5,5.29,PPC,peercoin,,704021,3.87,Peercoin,1531688711,24853345,177,7.5,38939973
2.69051,2125633,6,-3.45,NVC,novacoin,,69930.4,-2.93,Novacoin,1531688711,2125633,528,0.99,5719038
0.0787647,206802680,8,-16.58,FTC,feathercoin,336000000,48208,-0.01,Feathercoin,1531688712,206802680,323,0.42,16288751
0.0166673,4648443,9,18.14,MNC,mincoin,,39.2631,2.69,Mincoin,1531688712,4648443,1265,7.69,77477
0.00759925,31137393,10,32.73,FRC,freicoin,,66.5269,0.13,Freicoin,1531688719,100000000,1156,22.22,236621
0.0715284,21007336,13,-32.04,IXC,ixcoin,,646.484,0.23,Ixcoin,1531688712,21007336,769,-16.45,1502621
8.82139,37976,14,-20.21,BTB,bitbar,,147.299,0.13,BitBar,1531688712,37976,1127,2.22,335004
0.00683294,119606941,16,-8.01,WDC,worldcoin,,113.618,0.13,WorldCoin,1531688712,119606941,1055,0.74,817267
0.0447657,29599373,18,19.1,DGC,digitalcoin,48166000,1455.99,-0.23,Digitalcoin,1531688711,29599373,778,-6.13,1325037
0.0616572,41145768,25,-11.99,GLD,goldcoin,72245700,4582.99,0.16,GoldCoin,1531688713,41145768,689,1.57,2536933
0.102366,9836860,31,-16.21,ARG,argentum,,196.873,-1.04,Argentum,1531688712,9836860,1045,-0.69,1006960
0.00210144,156913424,32,-15.22,FST,fastcoin,165888000,,,Fastcoin,1531680317,156913424,1130,1.4,329744
4.08061,61226,34,-14.03,BTG,bitgem,,132.316,0.13,Bitgem,1531688712,61226,1150,7.75,249841
0.00485331,67861400,35,-20.22,PXC,phoenixcoin,,104.239,0.13,Phoenixcoin,1531688713,67861400,1131,2.05,329352
0.0138558,37233244,37,-43,MEC,megacoin,42000000,2945.46,4.94,Megacoin,1531688712,37233244,886,6.78,515896
3.32E-05,,41,-11.9,IFC,infinitecoin,,16881.7,-0.83,Infinitecoin,1531688714,90596274910,1495,7.91,
1.21081,24266682,42,-6.34,XPM,primecoin,,296346,-3.16,Primecoin,1531688714,24266682,215,-0.82,29382342
1.40356,2110317,43,48.35,ANC,anoncoin,,1323.49,0.13,Anoncoin,1531688715,2110317,666,16.58,2961956
0.000448599,35973085511,45,-7.85,CSC,casinocoin,,8845.17,0.17,CasinoCoin,1531688714,39999999905,328,2.06,16137490
2.30909,1017110,49,50,CBX,bullion,,4848.13,-4.21,Bullion,1531688715,1017110,704,10.05,2348599
0.00989819,19117129,50,12.39,EMD,emerald,,8.56554,0.13,Emerald Crypto,1531688713,19117129,1181,-11.46,189225
0.00257707,65171010,51,0.68,GLC,globalcoin,,,,GlobalCoin,1531592109,65171010,1193,,167950
0.448437,39262444717,52,-7.35,XRP,ripple,1E+11,150780000,0.17,XRP,1531688715,99991916481,3,1.85,17606732922
0.00600277,255700603,53,1.47,QRK,quark,,88.5568,0.13,Quark,1531688713,255700603,1026,0.61,1534912
0.00159583,168351114,56,-60.86,ZET,zetacoin,,38099.3,0.09,Zetacoin,1531688713,168351114,927,-13.96,268660
0.00981761,8843651,57,-26.76,SRC,securecoin,,327.957,0.24,SecureCoin,1531688779,8843651,1254,-8.79,86824
0.0135015,127527801,58,-7.31,SXC,sexcoin,,4134.53,0.38,Sexcoin,1531688779,127527801,754,0.17,1721817
0.0452649,6433866,61,-16.31,TAG,tagcoin,,54.8839,0.24,TagCoin,1531688788,6433866,1141,-6.16,291228
0.0674499,20992305,63,25.01,I0C,i0coin,,697.508,-1.01,I0Coin,1531688779,20992305,773,-1.76,1415929
0.0376592,145002873,64,-19.87,FLO,florincoin,160000000,4018.36,-1.38,FlorinCoin,1531688779,145002873,541,1.45,5460692
0.0847792,998999942,66,-12.6,NXT,nxt,1000000000,2470670,1.01,Nxt,1531688780,998999942,103,3.25,84694416
149.653,198936,67,-3.99,UNO,unobtanium,,516.319,0.57,Unobtanium,1531688782,198936,213,2.61,29771419
0.00831536,36275487,68,-10.22,XJO,joulecoin,,88.5095,0.79,Joulecoin,1531688778,36275487,1138,2.51,301644
0.00453928,32256949,69,-21.25,DTC,datacoin,,16.7972,0.24,Datacoin,1531688780,32256949,1207,0.39,146423
0.0013426,,70,-0.33,BET,betacoin,,8.95792,0.24,BetaCoin,1531688780,,1587,,
0.000191801,,71,-10.87,GDC,grandcoin,1420609614,150.68,0.24,GrandCoin,1531688780,,1546,1.8,
0.0136215,40067098,72,-0.87,DEM,deutsche-emark,,548.547,1.74,Deutsche eMark,1531688779,47049074,882,-2.58,545774
0.00237804,1.15295E+11,74,-9.75,DOGE,dogecoin,,3490390,-0.69,Dogecoin,1531688717,1.15295E+11,45,0.82,274176378
0.000703269,787126712,75,-3.87,NET,netcoin,,3.51634,0.24,NetCoin,1531688779,787126712,1082,24.42,553562
0.0364492,6014340,76,2.92,PHS,philosopher-stones,,,,Philosopher Stones,1531538898,6014340,1159,,219218
2.95924,2862100,77,-14.45,DMD,diamond,4380000,9429.78,-1.53,Diamond,1531688781,2862100,454,-3.36,8469640
0.00639335,64151405,78,-11.41,HBN,hobonickels,120000000,469.863,0.24,HoboNickels,1531688780,64151405,1107,-2.13,410142
0.00466715,43536800,79,-12.45,TGC,tigercoin,,5.91794,0.24,Tigercoin,1531688781,43536800,1169,-15.54,203193
0.214561,3220616,80,-18.33,ORB,orbitcoin,,40.24,0.24,Orbitcoin,1531688780,3220616,1069,-2.2,691019
10.9362,561237,83,-22.92,OMNI,omni,,9243.43,-0.43,Omni,1531688784,617553,515,-0.4,6137802
0.0131064,6562700,84,-14.89,CAT,catcoin,,30.3923,0.24,Catcoin,1531688781,6562700,1256,-1.56,86013
1.08E-05,2.1227E+11,87,-11.9,TIPS,fedoracoin,,15667.2,0.52,FedoraCoin,1531688782,4.8276E+11,709,13.47,2296845
0.0895709,951485,88,-32.55,RPC,ronpaulcoin,,56.8247,0.24,RonPaulCoin,1531688784,951485,1257,5.93,85225
3.58E-05,2.24451E+11,89,-14.63,MOON,mooncoin,,486.602,1.54,Mooncoin,1531688786,2.24451E+11,977,1.62,8034370
1.27E-05,5.39097E+11,90,-51.62,DIME,dimecoin,,3652.54,2.76,Dimecoin,1531688783,5.39097E+11,495,-12.05,6825180
25270.5,42,93,4.94,42,42-coin,,1827.99,1.48,42-coin,1531688783,42,812,10.71,1061360
0.928939,45095275,99,-9.85,VTC,vertcoin,84000000,295989,2.91,Vertcoin,1531688783,45095275,167,5.15,41890760
0.00867339,,101,-21.46,KDC,klondikecoin,,,,KlondikeCoin,1531549464,,1604,,
0.00102324,74107896,103,-7.98,RED,redcoin,,125.816,0.27,RedCoin,1531688843,74107896,1269,1.83,75830
0.0373703,10528474445,109,-7.03,DGB,digibyte,21000000000,6714660,1.61,DigiByte,1531688783,10528474445,33,7.62,393452249
0.00801761,24769866,113,-18.43,SMC,smartcoin,,38.4929,1.11,SmartCoin,1531688902,24769866,1171,3.71,198595
0.0203431,75906060,114,-5.78,TES,teslacoin,,7.42452,0.3,TeslaCoin,1531688902,75906060,1025,2.91,1544165
0.000383832,2331644596,117,-5.03,NOBL,noblecoin,,43.1811,0.32,NobleCoin,1531688904,2331644596,1049,1.86,894960
0.00419055,28808713174,118,-14.8,RDD,reddcoin,,771098,-0.28,ReddCoin,1531688902,28808713174,74,0.35,120724353
0.00114724,322805606,120,14.52,NYAN,nyancoin,337000000,74.0417,0.3,Nyancoin,1531688902,322805606,1117,15.2,370336
0.0033737,47776744,121,-24.11,UTC,ultracoin,,,,UltraCoin,1531681344,47776744,1200,1.36,161184
0.0465969,220248718,122,-17.07,POT,potcoin,420000000,19904.2,0.03,PotCoin,1531688904,220248718,411,-0.41,10262907
0.0157824,18770832,125,22.13,BLC,blakecoin,,340.37,0.84,Blakecoin,1531688902,18770832,1139,-1.12,296249
0.0677482,61445805,128,-3.28,MAX,maxcoin,,3113.48,0.51,MaxCoin,1531688843,61445805,603,7.33,4162843
0.0015993,248991231,129,-14.22,Q2C,qubitcoin,,15.7879,0.3,QubitCoin,1531688905,248991231,1112,1.86,398212
0.050218,22877680,130,-12.82,HUC,huntercoin,,1927.06,0.3,HunterCoin,1531688905,22877680,799,6.33,1148871
234.546,8196406,131,-3.77,DASH,dash,18900000,144538000,0.14,Dash,1531688845,8196406,14,4.4,1922434131
7.50952,2616158,132,-5.98,XCP,counterparty,,57816.2,1.34,Counterparty,1531688905,2616158,285,8.91,19646091
0.0118298,4195132,134,-8.12,CACH,cachecoin,10000000,123.227,1.88,CacheCoin,1531688904,4195132,1301,1.09,49628
0.000767664,,135,-12.33,TOP,topcoin,,73.0589,0.3,TopCoin,1531688903,41643721,1557,,
0.0059494,29809359,138,13.24,ICN,icoin,,0.703628,0.3,iCoin,1531688902,29809359,1188,1.86,177348
0.000182994,24947260808,141,13.14,MINT,mintcoin,,634.883,-4.36,Mintcoin,1531688904,24947260808,583,-2.87,4565199
0.0011515,232432480,142,-14.52,ARI,aricoin,,102.105,-1.52,Aricoin,1531688905,232432480,1146,-3.64,267646
0.0179538,116845228,145,-4.24,DOPE,dopecoin,,1816.16,-0.19,DopeCoin,1531688905,116845228,728,0.28,2097816
0.377565,8658139,148,-12.74,AUR,auroracoin,,7310,0.29,Auroracoin,1531688905,8658139,653,1.67,3269010
0.0063972,,150,-8.27,ANI,animecoin,,305.103,0.3,Animecoin,1531688902,,1540,2.83,
0.0215539,134798964,151,-2.41,PTC,pesetacoin,,1108.2,-0.07,Pesetacoin,1531688902,134798964,668,0.72,2905443
0.00690898,28279074,154,-11.29,MARS,marscoin,,52.0318,0.3,Marscoin,1531688902,28279074,1176,1.86,195380
0.012941,47675905,159,53.88,CASH,cashcoin,,1033.14,-0.77,Cashcoin,1531688903,47675905,871,-37.81,616974
0.0482989,43905575,160,-10.28,RIC,riecoin,,226.549,0.3,Riecoin,1531688902,43905575,1011,0.14,2120591
0.000127955,32514916898,161,-14.15,PND,pandacoin-pnd,,1234.34,-0.75,Pandacoin,1531688903,32514916898,606,1.43,4160446
0.000638772,1055345280,164,3.46,MAZA,mazacoin,,616.166,0.29,MAZA,1531688902,1371778720,861,-6.35,674125
0.000383832,3642868762,168,-8.35,UFO,uniform-fiscal-object,4000000000,262.121,0.3,Uniform Fiscal Object,1531688903,3642868762,1031,1.86,1398250
0.121649,76959596,170,-6.29,BLK,blackcoin,,330855,-3.35,BlackCoin,1531688902,76959596,429,1.23,9362058
0.174836,941571,174,-20.73,LTB,litebar,,67.7354,0.3,LiteBar,1531688902,941571,1197,-1.57,164620
3.57E-05,23786058027,175,-7.83,PHO,photon,,1840.4,0.81,Photon,1531688961,23786058027,842,5.49,849709
5.22E-05,36971209743,181,-10.29,ZEIT,zeitcoin,,151.405,-0.05,Zeitcoin,1531688961,36971209743,1017,9.6,1930707
0.00345214,1589606250,182,-10.74,XMY,myriad,,15831.8,3.11,Myriad,1531688960,1589606250,540,-1.57,5487543
0.0457878,135043262,184,-44.04,NOTE,dnotes,,38885,-3.1,DNotes,1531688965,155043262,513,-5.24,6183334
0.0255821,13400272,199,-5.97,SKC,skeincoin,,80.3633,-0.48,Skeincoin,1531688960,16488381,1125,1.83,342807
0.118683,217261489,201,-9.98,EMC2,einsteinium,,219341,-0.06,Einsteinium,1531688960,217261489,238,0.66,25785245
0.0177796,17556525,205,-12.9,BTCS,bitcoin-scrypt,,247.97,-1.27,Bitcoin Scrypt,1531688961,17556525,1136,-1.07,312148
0.00102328,105337845,206,-27.66,CNO,coin,,215.67,0.26,Coin(O),1531688961,105337845,1234,-4.16,107790
0.000575597,25000000000,212,-6.73,ECC,eccoin,25000000000,3749.98,0.26,ECC,1531688962,25000000000,343,14.53,14389925
2.15802,60876050,213,-7.07,MONA,monacoin,,590282,-0.75,MonaCoin,1531688963,60876050,71,2.42,131371733
0.255994,25841982,215,-12.66,RBY,rubycoin,,1902.45,0.22,Rubycoin,1531688962,25841982,501,4.96,6615392
0.0735047,36985589,217,-5.39,BELA,belacoin,,8045.92,4.05,Bela,1531688961,43268502,678,-11.4,2718615
0.00108724,436450711,218,-6.68,FLT,fluttercoin,,30.3156,0.26,FlutterCoin,1531688961,436450711,1091,8.19,474527
0.00226998,54924174,221,-26.53,888,octocoin,,156.766,0.72,OctoCoin,1531688963,54924174,1221,-10.24,124677
0.327003,53193831,224,-40.05,FAIR,faircoin,,523.242,0.26,FairCoin,1531688964,53193831,312,-6.38,17394542
0.143227,44716075,233,-8.9,SLR,solarcoin,,2901.47,0.36,SolarCoin,1531688962,98034472638,504,-3.01,6404549
0.072845,16914058,234,-14.53,EFL,e-gulden,21000000,665.666,0.26,e-Gulden,1531688963,20757525,788,1.33,1232105
0.0560484,401058100,254,-11.3,NLG,gulden,,46893.8,-2.01,Gulden,1531688963,472558100,258,-2.1,22478665
0.00115119,78503095,257,6.82,PLC,polcoin,218500000,89.011,0.26,Polcoin,1531688963,78503095,1249,-4.92,90372
0.566982,70463654,258,-13.99,GRS,groestlcoin,105000000,660671,0.48,Groestlcoin,1531688962,70463654,175,2.18,39951623
0.00907755,63993275,260,-4.02,XPD,petrodollar,,355.653,0.26,PetroDollar,1531688964,63993275,1077,36.13,580902
0.00159888,17089600,263,3.21,PLNC,plncoin,38540000,33.4755,0.26,PLNcoin,1531688965,19089600,1334,1.83,27324
0.109441,249276969,268,-4.92,XWC,whitecoin,,68093.7,0.32,WhiteCoin,1531688963,249276969,228,4.06,27281121
0.0022358,1691376658,269,-4.7,AC,asiacoin,,,,AsiaCoin,1531675824,1691376658,991,1.71,3781580
0.00012791,3821739119,275,-22.02,POP,popularcoin,4999999999,4.73601,0.27,PopularCoin,1531688963,3821739119,1088,1.83,488839
0.0161466,19503533,276,-22.56,BITS,bitstar,,259.934,4.43,Bitstar,1531688964,19503533,1135,-14.02,314916
0.00511642,15588776,278,-5.05,QBC,quebecoin,42000000,11.1649,0.26,Quebecoin,1531688963,36375376,1263,4.44,79759
0.0437454,4701879,279,-0.99,CCN,cannacoin,,18.3731,0.26,CannaCoin,1531688970,4701879,1167,21.98,205686
2.10E-06,,287,-37.13,SLOTH,slothcoin,,204.619,1.22,Slothcoin,1531688966,,1542,-13.16,
0.00198261,574683675,290,-32.01,BLU,bluecoin,,301.356,0.26,BlueCoin,1531688963,574683675,1041,-14.68,1139374
0.377261,452552412,291,4.94,MAID,maidsafecoin,,2042270,0.27,MaidSafeCoin,1531689023,452552412,60,3.23,170730376
24.3041,111815,293,-15.25,XBC,bitcoin-plus,1000000,1263.28,0.29,Bitcoin Plus,1531689024,111815,680,0.66,2717569
0.00678024,65290635,295,15.65,TALK,btctalkcoin,,17.7172,0.28,BTCtalkcoin,1531689024,65290635,1101,2.81,442686
6.24E-05,1.34025E+11,298,2.67,NYC,newyorkcoin,,8371.95,-4.74,NewYorkCoin,1531689027,1.34025E+11,459,-1.8,8363670
0.00782715,97415544,304,-17.91,CDN,canada-ecoin,,151.761,-4.71,Canada eCoin,1531688967,97415544,1059,-2.74,762486
0.00147118,220572778,312,-5.09,GUN,guncoin,500000000,1893.97,0.28,Guncoin,1531689027,220572778,920,11.54,324502
0.0109072,381906699,313,-11.58,PINK,pinkcoin,,8348.49,2.42,PinkCoin,1531689027,392906699,602,1.31,4165533
0.023669,2483912,316,23.3,DRM,dreamcoin,,,,Dreamcoin,1531682183,2483912,1293,1.3,58792
0.00102343,,317,-5.03,CFC,coffeecoin,,22.2033,0.28,CoffeeCoin,1531689024,,1576,8.73,
0.03243,122039933,322,-17.76,ENRG,energycoin,,5988.94,0.54,Energycoin,1531689024,122039933,619,4.25,3957755
0.287944,31064115,323,-6.72,VRC,vericoin,,138653,2.62,VeriCoin,1531689024,31064115,438,5.39,8944725
0.000138625,1414054562,325,2.91,TEK,tekcoin,,13.7701,0.28,TEKcoin,1531689026,1414054562,1174,-25.48,196023
124.127,16227926,328,-10.62,XMR,monero,,20739000,-0.06,Monero,1531689024,16227926,13,0.85,2014323721
0.115328,1641090,331,-15.64,LCP,litecoin-plus,4000000,551.457,-8.96,Litecoin Plus,1531689023,1641090,937,-8.19,189264
0.196937,23883880,333,17.78,CURE,curecoin,,5077.45,2.39,Curecoin,1531689025,23883880,578,10.4,4703620
0.283561,2278150,334,-15.86,UNB,unbreakablecoin,,3476.91,0.28,UnbreakableCoin,1531689025,2278150,867,3.17,645994
0.0704034,,337,-3.93,CRYPT,cryptcoin,,,-0.02,CryptCoin,1531685964,6070409,1605,1.52,
0.0039658,49161198,341,-32.48,SUPER,supercoin,,68.3594,0.28,SuperCoin,1531689023,49161198,1177,1.84,194963
0.00562888,11855487,350,-26.18,BOST,boostcoin,,17.0998,0.28,BoostCoin,1531689026,11855487,1283,-17.02,66733
0.0130488,,353,42.45,HYPER,hyper,,23.7701,0.28,Hyper,1531689027,,1575,1.84,
0.00716403,10438403,356,25.07,BTQ,bitquark,,26.5343,0.28,BitQuark,1531689024,10438403,1271,0.06,74781
0.0512232,19642673,360,18.01,MOTO,motocoin,,1036.85,1.09,Motocoin,1531689026,32173303,819,121.36,1006161
3.61549,5164598,362,-17.77,CLOAK,cloakcoin,,455512,1.37,CloakCoin,1531689024,5164598,291,3.84,18672552
0.267122,19821625,366,-4.94,BSD,bitsend,,653378,1.65,BitSend,1531689035,19821625,547,-2.16,5294792
0.00179101,78245975,367,-4.63,C2,coin2-1,,96.9741,0.28,Coin2.1,1531689024,133273764,1209,-1.6,140139
0.202372,7272036,370,83.72,FCN,fantomcoin,,,,Fantomcoin,1531376726,7272036,1028,,1471656
0.00295256,1.8389E+11,372,-7.13,BCN,bytecoin-bcn,1.8447E+11,4086480,0.4,Bytecoin,1531689024,1.8389E+11,25,1.76,542947679
0.00365099,792537250,374,-6.82,ABY,artbyte,,2428.9,0.24,ArtByte,1531689024,792537250,670,1.23,2893546
0.403726,63069976,377,-13.38,NAV,nav-coin,,937697,0.31,NavCoin,1531688965,63069976,241,0.95,25462989
0.00249462,39572250,382,-21.2,GRN,granitecoin,65000000,4.11612,0.28,Granite,1531689024,40222250,1244,1.84,98718
0.000638084,,385,-10.14,DON,donationcoin,,18.7294,0.03,Donationcoin,1531689086,,1580,1.59,
0.000701893,490518199,386,-5.27,PIGGY,piggycoin,,72.1978,0.03,Piggycoin,1531689085,490518199,1124,1.59,344291
0.0087281,45079785,389,-5.91,START,startcoin,,700.08,0.65,Startcoin,1531689085,70782220,907,6.9,393461
1.38418,2022465,400,-13.45,KORE,korecoin,12000000,54835.1,0.36,Kore,1531689085,2022465,671,3.49,2799455
0.0054239,6906847847,405,-10.88,XDN,digitalnote,8589869056,1573850,-1.12,DigitalNote,1531689083,6906847847,185,5.21,37462052
0.892425,11788650,406,-2.97,BBR,boolberry,18450000,1644.06,3.25,Boolberry,1531689083,11788650,405,5.24,10520486
0.000765701,,411,-7.04,SHA,shacoin,,26.6204,0.03,SHACoin,1531689083,,1572,-5.41,
0.000323875,608557394,415,-20.01,BLZ,blazecoin,,26.1714,-0.06,BlazeCoin,1531689083,608557394,1172,-6.55,197097
0.0537267,230478760,416,-2.02,THC,hempcoin,,66803.7,0.63,HempCoin,1531689083,230478760,372,-1.63,12382863
0.0113579,21268092,426,-27.96,BRIT,britcoin,,11.5542,0.03,BritCoin,1531689086,21268092,1155,-2.78,241561
0.170285,29288352,448,-11.73,XST,stealth,,1756.11,0.77,Stealth,1531689085,29288352,561,-1.65,4987367
0.0302452,32086595,450,-13.25,TRUST,trustplus,,569.245,0,TrustPlus,1531689083,32086595,823,1.29,970465
2.68522,3128892,460,-6.53,CLAM,clams,,2416.16,-0.06,Clams,1531689084,16790472,457,0.92,8401762
0.0131445,7718883,461,-6.63,QTL,quatloo,,28.2287,0.44,Quatloo,1531689091,7718883,1241,2.59,101461
0.177968,2641660000,463,-2.24,BTS,bitshares,3600570502,15426000,0.35,BitShares,1531689084,2641660000,31,8.88,470130947
42.5534,1288862,467,-17.56,BTCD,bitcoindark,,233.177,0.03,BitcoinDark,1531689084,1288862,971,2.07,54845468
0.00165902,197972212,468,-24.08,TRK,truckcoin,,403.135,4.04,Truckcoin,1531689084,197972212,1132,1.59,328440
1.08587,23067522,470,-4.02,VIA,viacoin,23176392,354338,0.46,Viacoin,1531689085,23067522,244,5.46,25048330
3.28243,115477,477,9.71,TRI,triangles,,10.2964,0.03,Triangles,1531689086,115477,1115,3.07,379046
0.432813,16833633,495,-17.68,IOC,iocoin,,495.065,0.03,I/O Coin,1531689083,16833633,978,1.85,7285815
0.00108474,425984824,501,-15.24,XCN,cryptonite,,114.881,0.03,Cryptonite,1531689084,425984824,1096,-4.05,462083
0.000102219,15392021333,502,-13.14,CARBON,carboncoin,,205.026,0.02,Carboncoin,1531689084,15392021333,1023,-16.27,1573357
0.0222207,77231176,506,2.87,CANN,cannabiscoin,,11162.9,-0.44,CannabisCoin,1531689083,91859176,755,7.56,1716131
0.218277,18766110217,512,3.01,XLM,stellar,,51353000,-0.76,Stellar,1531689023,1.04105E+11,7,4.25,4096210240
0.00384982,49898202,513,5.4,TIT,titcoin,,29.9007,-3.92,Titcoin,1531689086,49898202,1178,-4.23,192099
1.11E-05,5201310113,520,-44.86,VTA,virtacoin,21000000000,44.3863,0.87,Virtacoin,1531689100,12666916683,1295,-19.78,57841
0.00110488,1280075761,525,-26.87,HYP,hyperstake,,746.784,0.03,HyperStake,1531689084,1280075761,772,2.41,1414330
0.0550667,3141704,536,-0.66,J,joincoin,,19.2668,0.03,Joincoin,1531689084,3141704,1189,14.56,173003
0.148288,536864093,541,-11.04,SYS,syscoin,888000000,367566,-0.49,Syscoin,1531689084,536864093,109,1.16,79610503
0.0802072,9118558,543,-37.6,BTM,bitmark,,2559.15,2.06,Bitmark,1531689085,9118558,853,10.4,731374
0.0576652,6086657,545,-7.76,HAL,halcyon,,107.936,0.12,Halcyon,1531689144,6086657,1122,6.98,350988
0.62197,,549,-1.85,SJCX,storjcoin-x,,50.6906,0,Storjcoin X,1531689144,500000000,1566,0,
1.57021,3887175,551,-10.06,NEOS,neoscoin,,1642.21,0.11,NeosCoin,1531689146,3887175,516,1.32,6103681
2.69459,42001506,558,-10.88,EMC,emercoin,,1098000,0.13,Emercoin,1531689144,42001506,77,1.9,113176838
7.11E-06,,572,-88.27,RBBT,rabbitcoin,,47.7932,-73.39,RabbitCoin,1531689146,1.30616E+11,1567,-67.84,
0.0131481,1963720709,573,-12.56,BURST,burst,2158812800,50530.9,4.11,Burst,1531689146,1963720709,239,3.27,25819196
0.443619,64355352,576,-21.19,GAME,gamecredits,84000000,52606.4,0.09,GameCredits,1531689146,64355352,219,2.37,28549257
0.0422751,24532587,584,-12.19,WSX,wearesatoshi,,55.8064,0.12,WeAreSatoshi,1531689144,24532587,1044,-4.5,1037118
0.929361,41660094,588,1.8,UBQ,ubiq,,20357.8,0.18,Ubiq,1531689144,41660094,177,1.52,38717266
1.47E-05,1.03037E+11,594,36.8,BUN,bunnycoin,,379.176,44.83,BunnyCoin,1531689144,1.03037E+11,1027,46.04,1512773
0.0268849,15148351,597,0.3,OPAL,opal,,132.55,0.12,Opal,1531689144,15148351,1108,1.68,407262
0.0815487,1220085,601,-9.64,ACOIN,acoin,,20.1821,0.12,Acoin,1531689144,1220085,1243,-4.95,99496
0.00769947,619675199,606,-5.12,FLDC,foldingcoin,,13414,0,FoldingCoin,1531689144,1000000000,572,1.26,4771171
1.02703,11347100,623,-0.65,BITUSD,bitusd,,470655,0.3,bitUSD,1531689147,11347100,385,-1.38,11653812
0.154115,194015000,624,-1.55,BITCNY,bitcny,,13167300,0.21,bitCNY,1531689144,194015000,213,-1.12,29900622
7116.86,52,625,,BITBTC,bitbtc,,2636.64,0.32,bitBTC,1531689144,52,911,2.72,370986
0.204779,11143206,626,-15.2,USNBT,nubits,,50611.4,0.73,NuBits,1531689144,70454837,711,0.99,2281895
0.051929,4241006,627,-6.66,SLG,sterlingcoin,,,,Sterlingcoin,1531631547,4241006,1158,0.1,220231
0.111966,8093742,629,-11.55,XMG,magi,,2287.81,2.18,Magi,1531689144,8093742,833,-2.01,906224
0.401011,4675317,633,-17.54,EXCL,exclusivecoin,,20401.6,0.12,ExclusiveCoin,1531689144,4675317,741,2.45,1874854
0.000830218,576836826,638,-6.59,TROLL,trollcoin,,47.5239,0.11,Trollcoin,1531689144,576836826,1090,2.22,478900
40.2439,,643,,UNITY,supernet-unity,,4.03515,0.37,SuperNET,1531689144,777777,1594,4.64,
0.0175614,14740826,644,-4.24,BSTY,globalboost-y,,110.809,0.11,GlobalBoost-Y,1531689144,14740826,1148,1.31,258870
0.0440523,19780674,654,-18.31,DP,digitalprice,,290.597,0.12,DigitalPrice,1531689144,27280675,1051,-2.07,871384
0.00391794,21488405,656,-12.89,PXI,prime-xi,,80.8877,0.12,Prime-XI,1531689144,21488405,1258,1.14,84190
0.287113,3884635,659,12.98,BITS,bitswift,,2566.74,-0.11,Bitswift,1531689145,3884635,806,24.6,1115329
0.0443186,17574970,660,107.86,DSH,dashcoin,,193181,-0.04,Dashcoin,1531689146,17574970,846,-9.23,778898
30.7334,297954,666,20.93,AU,aurumcoin,300000,1284.61,0.11,AurumCoin,1531689144,297954,433,5.49,9157131
0.0153186,7094817,680,-21.29,STV,sativacoin,,,,Sativacoin,1531606764,7094817,1233,-0.04,108683
0.023082,15054315539,693,-11.37,XVG,verge,16555000000,3600450,0.22,Verge,1531689145,15054315539,37,4.85,347483711
0.000255734,2777600756,699,1.04,NSR,nushares,,13.8096,0.23,NuShares,1531689207,3134648141,1066,1.79,710327
0.235747,10323471,702,-13.2,SPR,spreadcoin,,6905.51,1.61,SpreadCoin,1531689205,10323471,700,-3.86,2433727
0.00139705,197581050,703,0,RBT,rimbit,,110.2,0.2,Rimbit,1531689206,401578118,1144,6.72,276031
0.0653337,135671821,706,-6.3,MUE,monetaryunit,4000000000,23145.7,-1.28,MonetaryUnit,1531689206,135671821,438,6.59,8863942
10.7952,5238051,707,-17.79,BLOCK,blocknet,,142097,0.39,Blocknet,1531689204,5238051,135,-4.33,56545810
0.0136178,13505681,708,,GAP,gapcoin,,92.3647,-2.44,Gapcoin,1531689206,13505681,1186,-0.08,183918
0.000319642,1259816434,719,18.26,TTC,tittiecoin,,131.797,0.23,TittieCoin,1531689208,1259816434,1110,1.79,402690
0.388808,19250479,720,-17.87,CRW,crown,42000000,17836.9,-0.01,Crown,1531689205,19250479,477,1.17,7484740
0.0265443,1012146906,723,-8.51,BAY,bitbay,,12226.1,0.2,BitBay,1531689204,1012146906,231,2.49,26866731
7.67E-06,1.58625E+11,730,-61.84,GCN,gcn-coin,,1474.37,0.46,GCN Coin,1531689204,1.58625E+11,790,12.32,1216504
0.00174315,,733,-19.61,XQN,quotient,,56.4084,0.23,Quotient,1531689206,,1561,-33.37,
0.362054,2221576,734,-21.09,BYC,bytecent,,889.083,0.23,Bytecent,1531689204,2221576,844,1.67,804331
0.00703266,15260298,747,-3.32,BCF,bitcoinfast,2500000000,600.118,0.23,Bitcoin Fast,1531689203,15260298,953,-2.25,107320
0.0696367,74098908,760,-8.82,OK,okcash,105000000,16751.5,-0.31,OKCash,1531689204,74098908,553,3.28,5160003
